Employee ID,Age,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRotation,FeedbackFromManager,Mentoring,Autonomy,JobRole,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,Tools,TotalWorkingYears,Training,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Performance
24620,24,Sales,13,1,1,Female,3,1,2,H,N,Y,Sales Representative,3202,1,Yes,16,2,L,6,Y,3,5,3,1,4,57
24625,40,Sales,2,4,1,Male,2,3,2,H,Y,Y,Sales Executive,9705,4,No,12,2,L,11,Y,2,1,0,0,0,62
24637,43,Research & Development,11,2,4,Female,4,1,2,L,Y,Y,Research and Design Specialists,2645,1,No,12,4,L,6,Y,2,5,3,1,4,50
24677,40,Sales,24,3,2,Female,4,4,1,L,N,Y,Sales Executive,13194,7,Yes,16,4,L,22,N,2,1,0,0,0,29
24756,30,Sales,6,1,4,Male,3,1,2,L,N,N,Sales Representative,2983,0,No,14,1,L,4,N,3,3,2,1,2,42
24951,32,Research & Development,8,4,3,Female,3,2,4,L,Y,Y,Customercare Representative,6667,4,No,18,2,L,9,Y,3,5,1,1,2,67
25289,48,Finance,6,3,1,Male,2,2,2,L,Y,Y,Accountant,8911,6,Yes,17,2,L,8,N,2,7,6,1,7,70
25340,31,Research & Development,3,3,2,Male,3,2,2,L,Y,Y,Manufacturing Director,9936,8,No,19,2,L,10,Y,3,9,4,1,7,70
25467,45,Production,21,3,2,Male,4,2,2,L,N,N,Production Supervisors,5984,6,Yes,19,1,H,10,N,1,7,5,3,3,31
25557,54,Finance,12,4,2,Female,2,2,2,L,Y,Y,Accountant,9691,5,Yes,16,4,L,9,Y,3,6,7,1,2,57
25602,48,Sales,3,1,2,Male,4,2,1,H,N,Y,Sales Executive,8120,3,No,12,4,L,12,Y,3,2,2,2,2,55
25603,32,Production,19,4,1,Female,2,2,2,L,N,Y,Production Supervisors,6830,5,No,15,2,H,10,Y,1,6,4,2,5,32
25620,46,Sales,11,2,2,Male,2,2,2,L,Y,N,Sales Executive,7991,2,No,15,3,H,6,Y,3,2,2,2,2,52
25793,54,Finance,19,3,2,Male,2,2,1,L,Y,N,Accountant,9225,5,No,17,2,L,10,Y,3,2,3,1,3,79
25879,53,Sales,12,3,3,Female,2,3,1,H,Y,Y,Sales Executive,7525,5,No,12,1,L,30,Y,3,15,7,6,12,58
25883,43,Research & Development,14,2,2,Male,3,4,2,L,N,Y,Research Director,17159,3,No,24,3,L,22,N,3,-4,1,1,0,41
25912,46,Sales,12,3,3,Female,3,4,3,H,N,Y,Manager,16606,2,No,12,4,H,23,Y,4,13,12,5,1,76
25940,39,Human Resources,9,3,3,Female,4,2,2,H,N,Y,Human Resources,6389,9,No,15,3,L,12,Y,1,8,3,3,6,59
26017,33,Research & Development,22,4,4,Male,3,1,1,L,N,N,Research and Design Specialists,2686,8,Yes,13,3,L,10,N,2,10,9,7,8,38
26024,54,Sales,2,4,3,Female,2,3,1,L,N,Y,Sales Executive,10686,9,No,11,2,L,13,N,3,9,4,7,0,47
26037,27,Finance,8,4,2,Female,3,2,1,L,Y,Y,Accountant,9908,8,Yes,19,1,L,5,N,2,8,2,2,6,85
26228,27,Human Resources,9,3,1,Female,2,1,1,L,N,N,Human Resources,2863,3,No,12,1,H,1,N,3,1,0,0,0,23
26232,42,IT_Support,2,3,2,Male,2,3,1,L,N,N,IT specialists,5319,5,Yes,18,3,L,9,N,3,3,5,2,2,28
26262,34,Sales,11,4,1,Female,2,2,2,H,Y,N,Sales Executive,4599,3,Yes,23,3,L,16,N,4,15,9,10,10,36
26270,26,Finance,9,3,2,Female,3,3,2,L,N,Y,Accountant,8829,7,No,17,4,H,10,N,1,7,4,2,2,35
26321,52,Finance,14,4,2,Male,3,2,2,L,Y,N,Accountant,8719,2,Yes,16,4,L,5,Y,3,6,6,1,7,73
26622,20,Sales,13,3,4,Female,3,1,1,H,N,N,Sales Representative,2323,9,Yes,14,2,L,2,N,3,2,2,0,2,23
26676,40,Sales,1,4,3,Male,2,3,4,H,N,Y,Sales Executive,10855,7,No,11,1,H,15,Y,2,12,11,2,11,64
26769,32,Production,10,3,3,Female,2,1,1,H,N,N,Machinists,2332,6,No,20,3,L,5,N,3,3,0,0,2,39
26788,28,Research & Development,14,3,4,Male,3,1,2,H,N,Y,Research and Design Specialists,2070,1,No,23,4,H,5,Y,2,5,2,0,4,66
26863,48,Sales,15,2,4,Female,3,1,1,L,N,N,Sales Representative,2655,6,Yes,11,3,L,19,N,3,9,7,7,7,40
26883,34,Production,21,3,2,Male,4,5,1,L,N,N,Production Supervisors,5959,5,No,19,4,L,6,N,2,5,4,3,6,33
26908,55,Research & Development,22,1,3,Male,2,4,2,L,Y,Y,Manager,16756,2,No,15,2,L,31,Y,4,9,7,6,2,62
26977,24,Research & Development,6,3,3,Male,4,1,2,L,N,N,Research and Design Specialists,4401,1,No,16,4,L,5,N,3,5,3,0,4,36
27264,34,Sales,2,2,2,Male,4,2,2,L,Y,Y,Sales Executive,6799,3,No,21,3,H,10,Y,3,10,8,4,8,59
27369,40,Research & Development,2,1,2,Female,4,2,3,H,N,Y,Customercare Representative,6377,8,No,20,2,L,15,Y,3,12,11,11,8,83
27401,42,Sales,19,4,3,Male,3,2,2,H,Y,Y,Sales Executive,6825,0,No,11,4,H,10,Y,3,9,7,4,2,62
27424,29,Human Resources,9,1,4,Male,2,1,4,L,Y,Y,Human Resources,2804,7,No,11,4,H,1,Y,3,1,0,0,0,65
27495,26,Finance,6,3,2,Female,2,2,4,H,N,Y,Accountant,9566,2,Yes,15,4,L,9,N,3,5,3,1,2,27
27561,20,Production,9,3,1,Male,2,1,4,L,N,Y,Machinists,3033,2,No,12,1,L,2,Y,2,2,2,1,2,64
27844,32,Production,1,2,4,Male,3,1,2,H,N,Y,Machinists,3068,0,No,13,3,H,8,Y,2,7,7,3,6,61
27967,54,Research & Development,15,3,4,Male,3,4,2,L,Y,Y,Research Director,17779,6,No,14,1,L,36,Y,3,10,9,0,9,57
27968,34,Production,3,3,2,Male,4,2,1,L,Y,Y,Machinists,4404,2,No,12,1,L,6,Y,4,4,3,1,2,56
27999,32,Sales,8,4,2,Male,3,2,4,H,Y,Y,Sales Executive,5010,1,No,16,1,H,12,Y,3,11,8,5,7,66
28127,31,Production,10,3,3,Male,3,1,1,L,Y,N,Machinists,2610,9,No,12,3,L,2,N,2,2,2,2,2,29
28286,34,Sales,18,4,2,Male,3,2,2,L,N,N,Sales Executive,4568,0,No,20,3,L,10,N,3,9,5,8,7,42
28320,28,Production,20,4,4,Male,2,1,1,L,Y,Y,Machinists,3196,8,No,12,3,L,6,Y,3,6,5,3,3,58
28382,51,Finance,23,4,2,Male,2,3,1,L,Y,N,Accountant,9621,1,Yes,18,3,L,10,N,3,5,5,3,4,55
28456,38,Sales,15,2,1,Female,4,2,1,H,N,N,Sales Executive,5605,1,Yes,24,3,L,8,Y,3,8,0,7,7,51
28479,40,Production,18,4,3,Male,3,2,4,L,N,Y,Machinists,3975,3,No,11,3,H,11,Y,4,8,7,0,7,65
28530,26,Research & Development,13,2,3,Female,2,1,2,L,N,N,Research and Design Specialists,2366,6,Yes,14,1,L,8,N,3,8,7,1,7,46
28596,35,Production,25,4,2,Male,1,1,2,L,Y,N,Machinists,2705,8,No,16,2,H,6,N,4,5,4,0,3,48
28665,35,Finance,16,4,1,Male,2,3,2,L,Y,Y,Accountant,9881,4,Yes,16,2,L,8,N,2,8,5,3,7,85
28711,33,Sales,6,3,2,Male,2,2,4,H,N,Y,Sales Executive,4682,3,No,14,3,H,9,Y,2,7,7,0,1,67
28766,34,Research & Development,10,4,3,Female,2,2,2,H,N,Y,Research and Design Specialists,4505,6,No,15,3,H,12,N,3,1,0,0,0,65
28860,35,Research & Development,16,4,1,Male,2,1,2,L,N,Y,Research and Design Specialists,4930,1,Yes,14,3,H,6,Y,4,5,4,1,4,85
28892,38,Research & Development,3,1,3,Female,3,1,4,H,N,Y,Research and Design Specialists,2619,1,No,17,4,L,8,Y,2,0,0,0,0,64
28899,45,Research & Development,9,4,4,Male,3,2,2,H,Y,Y,Research and Design Specialists,3697,9,No,14,1,L,12,Y,3,10,9,9,8,59
29033,36,Production,1,2,3,Male,4,2,1,L,N,N,Machinists,2571,6,No,17,3,H,17,N,3,5,2,0,3,32
29042,45,Sales,2,3,1,Female,1,5,2,H,Y,Y,Manager,18824,2,Yes,16,1,L,26,Y,3,24,10,1,11,50
29086,45,Finance,21,,1,Male,3,3,2,L,N,N,Accountant,8140,1,Yes,18,3,H,9,Y,1,8,2,1,6,32
29120,55,Research & Development,9,1,4,Male,3,3,3,H,Y,Y,Manufacturing Director,10976,2,No,18,2,H,23,Y,3,3,2,1,2,75
29196,29,Production,25,1,2,Female,3,1,1,H,Y,N,Machinists,3131,6,No,13,1,L,10,N,3,10,8,0,8,47
29220,29,Sales,8,3,1,Female,3,2,2,H,Y,Y,Sales Executive,5765,2,No,11,1,H,7,Y,1,5,3,0,0,57
29222,42,Production,1,4,2,Female,3,1,2,H,N,Y,Machinists,2576,3,No,16,2,H,8,Y,3,5,2,1,2,62
29280,35,Production,20,1,4,Male,4,1,2,H,Y,Y,Machinists,2269,1,No,19,4,H,1,Y,3,1,0,0,1,69
29367,26,Production,6,3,3,Male,3,1,2,L,Y,Y,Machinists,2867,4,No,13,4,L,8,Y,2,7,7,7,6,60
29419,38,Sales,3,3,3,Male,3,2,3,H,N,Y,Sales Executive,9924,6,No,11,4,H,10,Y,3,9,8,7,7,76
29467,32,Sales,22,2,1,Male,1,2,1,L,Y,N,Sales Executive,6735,8,No,15,2,L,10,N,3,0,0,0,0,29
29500,42,Research & Development,25,3,3,Male,4,1,2,L,N,N,Research and Design Specialists,2759,4,Yes,12,4,L,7,N,3,2,2,2,2,42
29562,55,Research & Development,9,4,3,Male,4,5,2,H,N,Y,Research Director,18722,8,No,11,4,L,36,Y,3,24,15,2,15,59
29681,26,Finance,17,3,1,Male,3,3,2,L,Y,N,Accountant,8281,7,No,19,2,L,9,N,1,9,6,2,5,75
29747,48,Research & Development,25,4,3,Female,3,1,2,H,Y,Y,Research and Design Specialists,2367,2,No,12,4,H,10,Y,2,8,2,7,6,54
29776,32,Finance,14,3,2,Male,2,3,1,L,N,Y,Accountant,9133,6,Yes,15,3,H,8,N,2,7,2,3,7,37
29793,20,Research & Development,6,3,4,Female,2,1,2,L,N,N,Research and Design Specialists,2600,5,Yes,15,1,L,1,N,3,1,0,0,0,36
29799,30,Production,20,3,4,Male,1,1,2,H,Y,Y,Machinists,3833,6,No,21,3,H,7,Y,3,2,2,0,2,73
29911,32,Finance,21,3,1,Male,3,2,2,L,Y,N,Accountant,8255,1,Yes,15,4,L,10,N,2,3,4,1,7,56
29954,40,Research & Development,2,2,1,Male,3,5,2,H,N,Y,Research Director,19436,0,No,19,4,H,22,Y,3,21,7,3,9,66
29966,47,Human Resources,4,4,4,Female,3,5,1,L,Y,Y,Manager,19658,3,No,11,3,L,27,N,3,5,2,1,0,34
29998,29,Sales,6,3,3,Female,3,1,4,H,Y,Y,Customercare Representative,2157,3,No,15,2,L,3,Y,3,3,1,0,2,63
30033,38,Finance,2,3,1,Female,3,3,2,L,Y,N,Accountant,8923,3,No,19,2,H,7,N,1,10,7,1,7,58
30034,36,Production,4,3,1,Male,3,2,1,H,N,N,Machinists,4834,8,No,14,2,L,9,N,2,1,0,0,0,35
30108,54,Research & Development,9,4,4,Female,3,2,1,L,N,N,Manufacturing Director,5485,8,Yes,11,2,L,9,N,3,5,3,1,4,47
30137,27,Research & Development,15,3,4,Female,3,1,2,H,N,N,Research and Design Specialists,2279,1,No,16,4,L,7,Y,2,7,7,0,3,59
30139,42,IT_Support,9,2,3,Male,2,3,1,L,N,Y,Research and Design Specialists,6830,8,No,17,1,H,9,Y,2,10,4,2,2,71
30188,31,Research & Development,3,3,4,Female,3,1,1,H,N,N,Research and Design Specialists,4084,3,No,12,1,L,7,N,1,7,2,7,7,26
30233,26,Sales,23,3,4,Male,2,2,2,L,N,N,Sales Executive,5326,5,No,17,3,L,6,N,2,4,3,1,2,41
30270,32,Research & Development,19,5,3,Male,3,1,2,H,Y,Y,Research and Design Specialists,3038,3,No,20,1,H,8,Y,3,5,4,1,4,70
30283,33,Sales,22,3,4,Female,3,1,1,L,Y,N,Sales Representative,2851,1,Yes,13,2,L,1,N,3,1,0,0,0,38
30307,39,Production,14,3,4,Male,3,1,1,H,N,N,Machinists,2404,7,Yes,21,4,L,8,N,1,2,2,2,2,37
30320,41,Sales,7,2,4,Male,3,3,2,L,N,Y,Sales Executive,7082,9,Yes,16,4,L,21,N,3,2,0,0,2,41
30353,46,Research & Development,9,3,1,Male,3,4,2,H,N,Y,Research Director,17861,6,No,13,3,L,26,Y,1,3,2,0,1,53
30356,38,Production,17,2,4,Female,3,1,1,L,N,Y,Machinists,3306,2,No,19,4,L,7,Y,2,0,0,0,0,56
30527,32,Finance,3,4,1,Male,2,3,1,L,Y,Y,Accountant,9512,8,No,18,1,L,8,Y,1,3,2,3,2,69
30534,42,Finance,21,3,1,Male,2,3,2,L,N,Y,Accountant,9912,7,No,20,2,H,5,N,1,7,6,2,6,25
30555,55,Production,1,3,2,Male,4,3,1,L,N,Y,Production Supervisors,6812,2,Yes,18,4,H,7,Y,2,3,4,1,2,34
30607,27,Production,11,4,1,Female,3,2,4,L,N,N,Production Supervisors,5435,1,No,18,4,L,9,N,1,6,6,1,4,35
30623,34,Finance,13,3,2,Male,3,3,1,L,N,N,Accountant,9629,2,Yes,15,3,H,6,Y,2,9,2,3,4,36
30673,44,Production,17,3,3,Male,2,1,1,L,Y,Y,Machinists,3162,9,No,14,4,H,7,Y,3,5,2,0,3,55
30749,37,Research & Development,3,3,3,Male,3,3,1,H,N,Y,Manufacturing Director,9434,8,No,15,3,L,10,Y,3,10,7,7,8,58
30792,32,Research & Development,1,4,4,Male,3,2,2,H,N,Y,Research and Design Specialists,4087,7,No,14,2,H,9,Y,2,6,5,1,2,57
30800,49,Research & Development,18,1,3,Female,2,4,1,L,Y,Y,Customercare Representative,13966,3,Yes,19,2,L,30,N,3,15,11,2,12,47
30855,50,IT_Support,17,4,1,Male,4,5,1,L,N,Y,IT specialists,10492,3,No,19,3,H,7,N,2,9,3,1,5,41
30888,33,Research & Development,2,3,4,Female,3,1,2,L,N,N,Research and Design Specialists,2756,1,No,13,4,L,8,N,3,8,7,1,6,41
30940,52,Research & Development,5,3,4,Male,2,3,2,H,N,Y,Manufacturing Director,7969,2,Yes,14,3,H,28,Y,3,5,4,0,4,61
30949,41,Sales,2,2,3,Male,1,2,4,H,Y,Y,Sales Executive,6151,9,No,13,1,L,19,Y,3,19,2,11,9,67
30963,19,Production,20,3,2,Male,2,1,2,L,Y,N,Machinists,1102,1,No,22,3,L,1,N,2,1,0,1,0,49
31036,37,Research & Development,9,3,1,Male,3,2,2,H,N,Y,Research and Design Specialists,4285,9,No,17,1,H,10,Y,3,10,8,3,7,66
31041,42,Production,2,2,1,Female,3,1,1,H,N,Y,Machinists,3673,2,No,13,3,H,12,Y,3,12,9,5,8,55
31049,30,Research & Development,17,3,3,Male,4,2,1,L,Y,N,Customercare Representative,5294,8,No,16,3,L,10,N,3,7,0,1,7,20
31052,50,Finance,11,4,2,Male,3,3,1,L,Y,Y,Accountant,9819,9,Yes,15,2,L,9,N,2,4,6,3,5,69
31110,39,Sales,20,4,2,Male,3,4,4,L,Y,Y,Sales Executive,13341,6,No,12,1,L,21,Y,3,20,8,11,10,80
31134,34,Sales,22,2,4,Female,1,1,2,H,N,Y,Sales Manager,2351,0,No,16,4,L,3,Y,2,2,2,1,0,52
31183,30,Finance,23,4,2,Male,3,3,4,H,N,Y,Accountant,8400,9,No,15,3,L,9,N,1,9,2,3,5,36
31444,40,Research & Development,16,4,3,Male,2,1,2,L,Y,Y,Research and Design Specialists,2809,6,No,14,4,L,8,Y,3,2,2,2,2,59
31472,49,Sales,14,4,4,Male,2,4,2,L,Y,Y,Sales Executive,13120,3,No,17,2,H,22,Y,3,9,8,2,3,72
31492,35,Production,11,3,2,Male,3,1,2,L,N,N,Machinists,3917,7,No,20,1,L,3,N,2,3,2,1,2,41
31515,43,Sales,8,2,3,Male,3,4,2,H,N,Y,Manager,16959,1,Yes,12,4,L,25,Y,4,25,12,4,12,59
31518,43,Research & Development,22,4,3,Female,3,2,2,H,N,Y,Customercare Representative,4522,4,Yes,14,4,L,8,Y,3,5,2,0,2,57
31558,48,Sales,23,1,1,Female,3,3,2,H,N,Y,Manager,12504,3,No,21,2,L,15,Y,1,0,0,0,0,52
31582,20,Sales,16,3,3,Female,2,1,4,H,Y,Y,Customercare Representative,2044,9,No,13,4,L,2,Y,2,2,2,0,2,67
31585,54,Finance,19,3,2,Male,2,2,1,L,Y,N,Accountant,9225,5,No,17,2,L,10,Y,3,2,3,1,3,79
31641,31,Sales,13,4,4,Female,3,3,2,L,N,Y,Sales Executive,9852,8,Yes,19,1,L,10,Y,2,10,8,9,6,61
31709,45,Research & Development,15,3,3,Male,3,1,1,L,N,N,Research and Design Specialists,3452,5,No,13,2,L,9,N,2,6,5,0,3,39
31764,47,Sales,16,3,3,Male,1,4,2,L,Y,Y,Sales Executive,12936,2,No,11,3,L,25,Y,1,23,5,14,10,50
31794,53,Research & Development,3,4,3,Male,3,4,2,H,Y,N,Research Director,17584,3,Yes,16,4,H,21,Y,2,5,3,1,3,61
31886,39,Finance,19,4,1,Female,3,2,2,H,N,Y,Accountant,9023,8,Yes,19,1,H,9,N,2,8,3,2,4,45
31902,42,Research & Development,6,4,2,Female,4,2,2,H,N,N,Research and Design Specialists,2372,7,Yes,16,4,H,18,N,3,1,0,0,0,46
32026,37,IT_Support,20,4,2,Male,3,2,2,L,Y,Y,IT specialists,8648,5,No,16,4,L,8,Y,3,3,7,1,7,65
32110,25,Sales,6,1,1,Male,4,2,2,H,Y,Y,Sales Executive,6232,4,No,11,2,H,6,Y,2,3,2,1,2,61
32124,32,Sales,23,3,4,Male,2,2,2,H,Y,N,Sales Executive,5484,1,No,14,3,L,13,Y,2,13,8,4,8,57
32167,36,Research & Development,14,3,3,Female,1,3,1,L,N,Y,Manufacturing Director,10252,1,Yes,21,3,L,17,Y,3,7,7,7,7,55
32169,31,Finance,11,4,2,Male,3,2,1,H,Y,Y,Accountant,9799,3,Yes,20,1,L,9,Y,3,10,5,3,4,78
32170,37,Research & Development,3,4,1,Male,2,2,2,H,N,Y,Manufacturing Director,5993,1,No,18,3,H,7,Y,4,7,5,0,7,66
32232,34,Research & Development,6,4,2,Male,3,2,1,H,N,Y,Research and Design Specialists,5484,1,No,17,2,H,9,Y,2,2,2,2,1,56
32242,43,Research & Development,1,3,1,Female,3,2,2,H,Y,Y,Manufacturing Director,4765,3,No,21,3,L,4,Y,4,1,0,0,0,68
32344,,Research & Development,3,3,1,Male,2,2,2,H,Y,Y,Customercare Representative,4240,5,No,13,4,L,19,Y,3,2,2,2,2,53
32544,45,Sales,20,3,4,Male,3,2,1,H,N,Y,Sales Executive,4805,0,No,19,2,L,9,Y,4,8,7,3,7,58
32595,32,IT_Support,2,3,1,Male,4,4,4,L,N,Y,IT specialists,6861,7,No,18,4,H,7,N,3,3,4,2,5,37
32884,32,Research & Development,13,3,2,Male,3,2,4,L,N,Y,Research and Design Specialists,6220,1,No,17,2,L,10,Y,3,10,4,0,9,34
32889,44,Finance,20,4,1,Male,3,3,1,L,N,Y,Accountant,8928,7,Yes,,2,H,6,Y,1,4,6,2,7,34
33326,33,Finance,8,4,2,Male,3,2,1,L,N,Y,Accountant,9847,2,Yes,19,2,L,8,Y,2,4,3,3,4,45
33334,32,Sales,17,4,4,Male,1,3,2,L,Y,Y,Sales Executive,10400,1,No,11,3,L,14,N,2,14,8,9,8,48
33400,39,Research & Development,22,2,1,Male,3,2,3,L,Y,Y,Manufacturing Director,5151,9,No,25,4,L,10,Y,3,10,0,7,9,71
33424,45,Finance,8,3,1,Female,2,2,2,L,N,Y,Accountant,9209,9,Yes,16,3,L,8,N,2,4,5,3,3,25
33431,33,Finance,6,3,1,Female,3,3,2,L,N,Y,Accountant,8676,3,Yes,19,4,L,6,N,1,9,7,2,3,36
33473,30,Sales,4,3,3,Male,2,2,1,L,Y,Y,Sales Executive,6578,4,No,18,1,L,10,Y,3,10,3,1,4,55
33502,28,Research & Development,3,2,2,Male,4,2,1,L,Y,N,Customercare Representative,5661,0,No,19,3,L,9,N,3,8,3,0,7,38
33540,31,Sales,2,2,3,Female,3,2,1,L,N,Y,Sales Executive,6583,1,Yes,11,4,L,8,N,3,5,2,1,4,47
33646,51,Finance,4,3,2,Male,3,1,1,H,Y,Y,IT specialists,8160,3,No,19,4,L,9,Y,3,5,6,1,2,76
33674,31,Finance,21,3,1,Male,2,3,2,L,Y,N,Accountant,9556,5,Yes,16,2,L,9,Y,2,7,7,2,2,58
33736,31,Research & Development,6,2,3,Female,2,3,2,H,N,Y,Manufacturing Director,8943,1,No,24,1,H,10,Y,3,10,9,8,9,66
33757,46,Research & Development,6,4,4,Male,3,3,4,H,N,Y,Customercare Representative,9396,7,No,16,3,H,17,Y,3,4,2,0,3,65
33807,53,IT_Support,19,4,1,Male,2,4,1,L,N,Y,IT specialists,10075,3,Yes,16,2,H,10,N,1,2,6,2,7,30
33834,42,Research & Development,16,2,3,Female,3,2,1,H,N,Y,Manufacturing Director,5265,2,No,16,2,L,11,Y,3,5,3,0,2,55
33835,41,Production,12,4,2,Male,3,1,2,H,N,N,Machinists,4766,4,Yes,11,1,L,6,N,3,1,0,0,0,49
33879,29,Production,8,1,1,Female,2,1,2,H,Y,Y,Machinists,2532,1,No,14,3,L,8,Y,3,4,3,0,3,62
33910,47,Finance,22,3,2,Male,2,2,2,L,N,Y,Accountant,9017,1,Yes,18,3,H,6,Y,1,8,3,3,7,33
33963,38,Sales,17,3,3,Female,3,2,4,L,Y,Y,Sales Executive,5666,9,Yes,13,2,L,6,Y,3,5,3,1,3,63
33997,23,Research & Development,2,3,1,Male,4,1,1,L,N,N,Research and Design Specialists,2819,2,No,16,1,L,5,N,4,3,2,0,2,37
34021,38,Sales,10,4,2,Male,3,2,1,L,Y,Y,Sales Executive,6861,4,Yes,12,3,L,19,Y,3,1,0,0,0,58
34105,37,IT_Support,24,3,1,Male,3,3,4,L,Y,Y,IT specialists,7110,6,No,20,3,H,6,Y,2,10,7,1,5,54
34148,31,Finance,17,3,2,Male,3,2,2,L,N,Y,Accountant,9339,9,No,17,4,H,9,Y,3,2,2,1,7,39
34158,38,Research & Development,14,2,1,Female,2,3,2,L,N,Y,Research Director,12061,3,No,17,3,L,19,N,3,10,8,0,1,48
34222,44,Finance,21,3,1,Male,2,2,2,L,Y,Y,Accountant,9979,7,No,17,1,L,7,Y,1,8,5,1,7,85
34266,40,Production,8,3,1,Male,2,4,4,L,N,Y,Production Supervisors,6572,8,Yes,17,4,H,7,Y,3,6,3,3,5,33
34371,31,Research & Development,7,4,2,Male,3,3,2,H,N,Y,Research Director,13675,9,No,12,1,H,9,Y,3,2,2,2,2,68
34661,34,Research & Development,6,4,3,Female,3,2,2,H,N,Y,Customercare Representative,6687,1,No,11,4,L,14,Y,4,14,11,4,11,60
34787,44,Finance,23,3,2,Female,3,2,1,L,N,Y,Accountant,9083,1,Yes,19,4,H,8,Y,1,7,3,1,6,38
34855,48,Research & Development,19,4,3,Male,2,3,4,L,Y,Y,Customercare Representative,10999,1,No,14,2,L,27,Y,3,15,11,4,8,69
34891,32,Sales,15,2,3,Female,2,2,1,L,Y,N,Sales Executive,5228,1,Yes,11,4,L,13,N,3,13,12,11,9,35
34986,31,Sales,21,2,1,Male,3,3,2,H,N,Y,Sales Executive,10793,4,No,18,1,H,13,Y,3,13,7,9,9,61
35086,37,Finance,9,4,1,Male,2,3,2,L,N,Y,Accountant,9670,8,Yes,19,2,L,8,N,1,10,2,2,2,34
35156,37,IT_Support,10,3,2,Male,3,4,2,L,Y,Y,Customercare Representative,NA,6,Yes,18,4,L,10,Y,2,10,4,2,6,68
35219,34,Sales,16,4,3,Female,3,1,2,H,N,Y,Sales Representative,2231,6,No,18,4,H,6,Y,3,4,3,1,2,66
35341,27,Research & Development,12,3,2,Female,3,1,4,L,Y,Y,Research and Design Specialists,2318,4,No,19,3,L,1,Y,3,1,1,0,0,64
35351,53,Sales,23,4,1,Male,3,3,2,L,N,Y,Sales Executive,10448,9,Yes,13,2,H,15,N,2,2,2,2,2,24
35379,50,Research & Development,25,5,3,Male,1,4,2,L,N,Y,Research Director,14411,1,Yes,13,4,H,32,Y,3,32,6,13,9,54
35469,60,Sales,21,4,1,Male,3,2,1,L,N,N,Sales Executive,5405,6,No,14,4,L,10,N,3,2,2,2,2,32
35510,25,Research & Development,14,2,2,Male,4,2,2,H,N,Y,Customercare Representative,4000,1,No,12,4,L,6,Y,3,6,3,1,5,60
35814,42,Sales,22,2,3,Female,2,2,4,L,Y,Y,Sales Executive,6244,2,No,17,1,L,10,Y,3,5,4,0,3,69
35872,37,Research & Development,13,3,3,Male,3,2,2,L,Y,N,Manufacturing Director,5768,3,No,17,1,L,9,N,2,4,3,0,2,19
35922,34,Research & Development,24,4,1,Female,3,2,2,H,Y,Y,Research and Design Specialists,4809,1,No,14,3,L,16,Y,3,16,13,2,10,56
36203,52,Sales,15,4,3,Male,2,4,2,H,N,Y,Manager,16856,5,No,11,1,L,34,Y,4,34,6,1,16,61
36271,34,Research & Development,4,4,3,Male,2,2,1,L,N,N,Research and Design Specialists,5747,6,Yes,15,2,H,16,N,3,15,10,6,11,32
36352,26,Sales,9,4,4,Male,2,2,2,L,N,N,Sales Executive,5828,1,Yes,12,2,L,8,N,3,8,7,7,4,48
36458,32,Sales,24,3,4,Male,3,2,2,H,N,Y,Sales Executive,5396,8,No,12,4,L,10,Y,2,10,7,0,8,62
36629,50,Finance,17,4,1,Male,2,3,1,L,Y,Y,Accountant,9029,4,Yes,19,2,L,9,Y,3,3,3,1,6,75
36834,22,Production,18,3,2,Female,3,1,3,H,N,Y,Machinists,2871,1,No,15,3,H,1,Y,3,0,0,0,0,62
36870,47,Sales,7,4,4,Female,2,1,1,H,Y,Y,Sales Representative,3294,5,Yes,18,1,L,3,Y,2,3,2,1,2,51
37227,31,Production,17,4,1,Female,2,3,2,L,N,N,Production Supervisors,5800,9,No,17,4,H,10,Y,2,4,6,3,7,30
37385,37,Research & Development,7,2,4,Male,4,1,2,L,N,N,Research and Design Specialists,4680,3,No,17,1,L,4,N,3,1,0,0,0,41
37402,58,Research & Development,7,4,4,Male,3,5,1,L,N,Y,Research Director,19246,4,Yes,12,4,L,40,N,3,31,15,13,8,40
37573,40,Research & Development,23,3,3,Male,2,5,2,H,Y,Y,Research Director,19626,6,No,14,1,L,21,Y,4,20,7,4,9,59
37689,46,Sales,7,1,1,Male,3,4,2,H,Y,Y,Manager,17465,1,No,12,4,L,23,Y,3,12,9,4,9,60
37712,43,Finance,2,4,1,Female,3,3,3,L,N,Y,Accountant,8016,3,No,17,1,H,7,N,3,2,4,3,7,29
37763,28,Sales,17,3,1,Male,3,1,1,L,N,N,Sales Representative,2909,1,No,15,4,L,5,N,4,3,2,1,2,27
37820,49,Research & Development,25,3,3,Female,3,1,2,L,Y,Y,Research and Design Specialists,3580,4,No,16,2,L,7,Y,3,4,2,0,2,60
37873,27,Sales,9,3,4,Male,3,2,2,H,N,Y,Sales Executive,4478,1,Yes,11,1,H,5,,3,5,4,0,4,70
37895,53,Research & Development,5,5,3,Female,2,3,2,H,N,Y,Manufacturing Director,10169,6,No,16,2,H,34,N,3,33,7,1,9,43
